type,tcgplayer_url,cardmarket_url,card_info_name,card_info_clean_name,card_info_set_name,card_info_set_code,card_info_set_id,card_info_card_number,card_info_rarity,card_info_card_type,card_info_hp,card_info_stage,card_info_card_text,card_info_attacks,card_info_weakness,card_info_resistance,card_info_retreat_cost,tcgplayer_prices_low_price,tcgplayer_prices_mid_price,tcgplayer_prices_high_price,tcgplayer_prices_updated_at,tcgplayer_prices_market_price,tcgplayer_prices_direct_low_price,tcgplayer_prices_sub_type_name,cardmarket_prices_avg,cardmarket_prices_low,cardmarket_prices_avg1,cardmarket_prices_avg7,cardmarket_prices_avg30,cardmarket_prices_trend,cardmarket_prices_updated_at,cardmarket_prices_variant_type,tcgplayer_prices,cardmarket_prices
Card,https://www.tcgplayer.com/product/610497,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Raifort-PRE142,Raifort,Raifort,SV: Prismatic Evolutions,PRE,23821,142/131,Ultra Rare,Trainer - Supporter,,,Look at the top 5 cards of your deck and discard any number of them. Put the other cards back in any order.,[],,,,0.24,0.93,4321.0,2026-06-12T08:53:22.81957,0.72,0.65,Holofoil,0.71,0.08,0.64,0.71,0.71,0.71,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Iron-Hands-ex-V1-PRE031,Iron Hands ex,,,PRE,23821,31,,,,,,,,,,,,,,,,,0.7,0.1,0.65,0.65,0.7,0.62,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Applin-PRE009,Applin,,,PRE,23821,9,,,,,,,,,,,,,,,,,0.1,0.02,0.15,0.12,0.1,0.08,2026-06-12T08:38:23.984889,holo,,
Card,https://www.tcgplayer.com/product/610535,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Terapagos-ex-V3-PRE180,Terapagos ex - 180/131,Terapagos ex,SV: Prismatic Evolutions,PRE,23821,180/131,Hyper Rare,Colorless,230.0,Basic,,"[""[CC] Unified Beatdown (30x)<br> If you go second, you can't use this attack during your first turn. This attack does 30 damage for each of your Benched Pokemon."", ""[GWL] Crown Opal (180)<br> During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic non-Colorless Pokemon.""]",Fx2,,2.0,9.37,13.0,999.0,2026-06-12T08:53:22.81957,11.86,11.9,Holofoil,8.8,5.0,9.5,8.87,8.78,9.34,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610486,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Treasure-Tracker-PRE131,Treasure Tracker,Treasure Tracker,SV: Prismatic Evolutions,PRE,23821,131/131,ACE SPEC Rare,Trainer - Item,,,"Search your deck for up to 5 Pokemon Tool cards, reveal them, and put them into your hand. Then, shuffle your deck.",[],,,,0.01,0.42,999.0,2026-06-12T08:53:22.81957,0.36,0.31,Holofoil,0.34,0.02,0.39,0.42,0.35,0.37,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610459,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Ciphermaniacs-Codebreaking-PRE104,Ciphermaniac's Codebreaking,Ciphermaniacs Codebreaking,SV: Prismatic Evolutions,PRE,23821,104/131,Uncommon,Trainer - Supporter,,,"Search your deck for 2 cards, shuffle your deck, then put those cards on top of it in any order.",[],,,,0.01,0.24,999.0,2026-06-12T08:53:22.81957,0.22,0.03,Reverse Holofoil,0.14,0.02,0.1,0.19,0.14,0.21,2026-06-12T08:38:23.984889,holo,,
Card,https://www.tcgplayer.com/product/610475,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Professor-Sadas-Vitality-PRE120,Professor Sada's Vitality,Professor Sadas Vitality,SV: Prismatic Evolutions,PRE,23821,120/131,Uncommon,Trainer - Supporter,,,"Choose up to 2 of your Ancient Pokemon and attach a Basic Energy card from your discard pile to each of them. If you attached any Energy in this way, draw 3 cards.",[],,,,0.01,0.2,999.0,2026-06-12T08:53:22.81957,0.19,0.02,Reverse Holofoil,0.11,0.02,0.06,0.07,0.11,0.07,2026-06-12T08:38:23.984889,holo,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Scream-Tail-PRE042,Scream Tail,,,PRE,23821,42,,,,,,,,,,,,,,,,,0.03,0.02,0.02,0.02,0.03,0.02,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Exeggutor-PRE002,Exeggutor,,,PRE,23821,2,,,,,,,,,,,,,,,,,0.03,0.02,0.02,0.03,0.03,0.03,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610500,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Teal-Mask-Ogerpon-ex-V2-PRE145,Teal Mask Ogerpon ex - 145/131,Teal Mask Ogerpon ex,SV: Prismatic Evolutions,PRE,23821,145/131,Special Illustration Rare,Grass,210.0,Basic,"<strong>Ability: Teal Dance</strong> Once during your turn, you may attach a Basic Grass Energy card from your hand to this Pokemon. If you attached Energy to a Pokemon in this way, draw a card.",['[GGG] Myriad Leaf Shower (30+)<br> This attack does 30 more damage for each Energy attached to both Active Pokemon.'],Rx2,,1.0,22.34,26.99,9999.0,2026-06-12T08:53:22.81957,24.25,,Holofoil,,,,,,0.0,2026-06-12T08:38:23.984889,holo,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Groudon-PRE049,Groudon,,,PRE,23821,49,,,,,,,,,,,,,,,,,0.07,0.02,0.07,0.08,0.08,0.06,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610499,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Leafeon-ex-V2-PRE144,Leafeon ex - 144/131,Leafeon ex,SV: Prismatic Evolutions,PRE,23821,144/131,Special Illustration Rare,Grass,270.0,Stage 1,,"[""[GC] Verdant Storm (60x)<br> This attack does 60 damage for each Energy attached to all of your opponent's Pokemon."", '[GRW] Moss Agate (230)<br> Heal 100 damage from each of your Benched Pokemon.']",Rx2,,2.0,329.99,360.0,999.0,2026-06-12T08:53:22.81957,331.47,414.67,Holofoil,,,,,,0.0,2026-06-12T08:38:23.984889,holo,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Duskull-PRE035,Duskull,,,PRE,23821,35,,,,,,,,,,,,,,,,,0.06,0.02,0.08,0.06,0.07,0.06,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610483,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Scoop-Up-Cyclone-PRE128,Scoop Up Cyclone,Scoop Up Cyclone,SV: Prismatic Evolutions,PRE,23821,128/131,ACE SPEC Rare,Trainer - Item,,,Put 1 of your Pokemon and all attached cards into your hand.,[],,,,0.1,0.48,999.0,2026-06-12T08:53:22.81957,0.35,0.4,Holofoil,0.47,0.05,0.63,0.44,0.47,0.43,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Leafeon-ex-V1-PRE006,Leafeon ex,,,PRE,23821,6,,,,,,,,,,,,,,,,,3.51,1.45,3.38,3.51,3.53,3.43,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Spritzee-PRE038,Spritzee,,,PRE,23821,38,,,,,,,,,,,,,,,,,0.03,0.02,0.02,0.03,0.03,0.02,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/618119,,Sylveon ex - 041/131 (Prismatic Evolutions Stamp),Sylveon ex 041 131 Prismatic Evolutions Stamp,Miscellaneous Cards & Products,MCAP,2374,041/131,Promo,Psychic,270.0,Stage 1,,"[""[PCC] Magical Charm (160)<br> During your opponent's next turn, attacks used by the Defending Pokemon do 100 less damage <em>(before applying Weakness and Resistance)</em>."", ""[WLP] Angelite<br> Choose 2 of your opponent's Benched Pokemon. Shuffle those Pokemon and all attached cards into your opponent's deck. If 1 of your Pokemon used Angelite during your last turn, this attack can't be used.""]",Mx2,,2.0,7.62,11.99,4321.0,2026-06-07T08:18:38.119676,10.24,,Holofoil,,,,,,,,,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Iron-Thorns-ex-PRE032,Iron Thorns ex,,,PRE,23821,32,,,,,,,,,,,,,,,,,0.7,0.1,0.84,0.67,0.7,0.69,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Jolteon-PRE029,Jolteon,,,PRE,23821,29,,,,,,,,,,,,,,,,,0.24,0.02,0.11,0.16,0.24,0.15,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/648666,,Jolteon ex - 030/131,Jolteon ex,Prize Pack Series Cards,22880,22880,030/131,Double Rare,Lightning,260.0,Stage 1,,"['[LC] Flashing Spear (60+)<br> You may discard up to 2 Basic Energy from your Benched Pokemon. This attack does 90 more damage for each card you discarded in this way.', ""[RWL] Dravite (280)<br> During your next turn, this Pokemon can't attack.""]",Fx2,,0.0,22.5,27.81,163.0,2026-06-07T08:18:28.653306,22.81,,Holofoil,,,,,,,,,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Pupitar-PRE048,Pupitar,,,PRE,23821,48,,,,,,,,,,,,,,,,,0.02,0.02,0.02,0.03,0.02,0.03,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Glaceon-ex-V1-PRE026,Glaceon ex,,,PRE,23821,26,,,,,,,,,,,,,,,,,2.3,0.5,2.3,2.36,2.31,2.31,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610530,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Lacey-V2-PRE175,Lacey - 175/131,Lacey,SV: Prismatic Evolutions,PRE,23821,175/131,Special Illustration Rare,Trainer - Supporter,,,"Shuffle your hand into your deck. Then, draw 4 cards. If your opponent has 3 or fewer Prize cards remaining, draw 8 cards instead.",[],,,,27.74,30.98,999.0,2026-06-07T08:18:25.063387,28.19,,Holofoil,23.53,17.39,32.0,23.14,23.04,23.99,2026-06-07T07:58:50.864461,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Suicune-PRE024,Suicune,,,PRE,23821,24,,,,,,,,,,,,,,,,,0.12,0.02,0.19,0.13,0.12,0.2,2026-06-12T08:38:23.984889,holo,,
Card,https://www.tcgplayer.com/product/610502,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Ceruledge-ex-PRE147,Ceruledge ex,Ceruledge ex,SV: Prismatic Evolutions,PRE,23821,147/131,Special Illustration Rare,Fire,270.0,Stage 1,,"['[R] Abyssal Flames (30+)<br> This attack does 20 more damage for each Energy card in your discard pile.', '[RPM] Raging Amethyst (280)<br> Discard all Energy from this Pokemon.']",Wx2,,2.0,94.01,116.24,4321.0,2026-06-12T08:53:22.81957,101.08,,Holofoil,78.56,50.0,78.99,81.78,80.76,86.29,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Pinsir-PRE003,Pinsir,,,PRE,23821,3,,,,,,,,,,,,,,,,,0.09,0.02,0.13,0.06,0.09,0.05,2026-06-12T08:38:23.984889,holo,,
Card,https://www.tcgplayer.com/product/165698,https://www.cardmarket.com/en/Pokemon/Products/Singles/Forbidden-Light/Honedge-FLI047,Honedge (47),Honedge 47,SM - Forbidden Light,SM06,2209,47/131,Common,Psychic,60.0,Basic,,"[""[P] Metal Sound \r\n<br>Your opponent's Active Pokémon is now Confused.""]",Dx2,F-20,2.0,0.04,0.2,19.98,2026-06-07T08:18:32.103877,0.16,,Normal,0.54,0.05,0.25,0.52,0.4,0.47,2026-06-07T07:58:38.080911,holo,,
Card,https://www.tcgplayer.com/product/605528,https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Cubchoo,Cubchoo,Cubchoo,CP4: Premium Champion Pack,CP4,23972,031/131,,Water,70.0,Basic,,"['[Water] Fury Swipes (10x)<br> Flip 3 coins. This attack does 10 damage times the number of heads.', '[Water][Water][Colorless] Frost Breath (40)']",Metal x2,,2.0,3.69,4.4,5.0,2026-06-07T08:18:41.300825,4.82,,Normal,,0.19,,,,0.0,2026-06-07T07:58:42.177899,normal,,
Card,https://www.tcgplayer.com/product/165671,https://www.cardmarket.com/en/Pokemon/Products/Singles/Forbidden-Light/Froakie-FLI022,Froakie (22),Froakie 22,SM - Forbidden Light,SM06,2209,22/131,Common,Water,70.0,Basic,,"['[W] Rain Splash (10)', '[1W] Wave Splash (20)']",Gx2,,1.0,0.06,0.3,1.67,2026-06-07T08:18:32.103877,0.3,,Normal,0.86,0.3,0.96,0.74,0.83,0.62,2026-06-07T07:58:38.080911,holo,,
Card,https://www.tcgplayer.com/product/605608,https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Gengar-Spirit-Link,Gengar Spirit Link,Gengar Spirit Link,CP4: Premium Champion Pack,CP4,23972,111/131,,Trainer - Item,,,,[],,,,25.0,25.0,25.0,2026-06-03T10:16:32.039161,29.99,,Normal,52.23,4.0,99.95,34.99,22.22,36.45,2026-06-07T07:58:42.177899,holo,,
Card,https://www.tcgplayer.com/product/605516,https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Delphox-CP4019,Delphox,Delphox,CP4: Premium Champion Pack,CP4,23972,019/131,,Fire,140.0,Stage 2,,['[Colorless][Colorless][Colorless] Blaze Ball (50+)<br> This attack does 20 more damage for each Fire Energy attached to this Pokémon.'],Water x2,,2.0,5.0,5.0,5.0,2026-06-07T08:18:41.300825,4.5,,Normal,,0.3,,,,0.0,2026-06-07T07:58:42.177899,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Budew-PRE004,Budew,,,PRE,23821,4,,,,,,,,,,,,,,,,,0.07,0.02,0.05,0.04,0.08,0.13,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Espeon-PRE033,Espeon,,,PRE,23821,33,,,,,,,,,,,,,,,,,0.24,0.02,0.19,0.23,0.25,0.23,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/605625,https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Dimension-Valley,Dimension Valley,Dimension Valley,CP4: Premium Champion Pack,CP4,23972,128/131,,Trainer - Stadium,,,,[],,,,,,,,,,,,0.7,,,,0.0,2026-06-07T07:58:42.177899,normal,,
Card,https://www.tcgplayer.com/product/610480,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Professors-Research-Professor-Sycamore-PRE125,Professor's Research [Professor Sycamore],Professors Research Professor Sycamore,SV: Prismatic Evolutions,PRE,23821,125/131,Common,Trainer - Supporter,,,Discard your hand and draw 7 cards.,[],,,,0.01,0.15,999.0,2026-06-12T08:53:22.81957,0.14,0.03,Normal,0.04,0.02,0.03,0.03,0.04,0.03,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610473,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Ogres-Mask-PRE118,Ogre's Mask,Ogres Mask,SV: Prismatic Evolutions,PRE,23821,118/131,Uncommon,Trainer - Item,,,"Choose a Pokemon ex in your discard pile that has ""Ogerpon"" in its name, and switch it with 1 of your Pokemon ex in play that has ""Ogerpon"" in its name. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokemon.",[],,,,0.01,0.2,999.0,2026-06-12T08:53:22.81957,0.19,0.01,Reverse Holofoil,0.02,0.02,0.02,0.03,0.02,0.03,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610484,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Sparkling-Crystal-PRE129,Sparkling Crystal,Sparkling Crystal,SV: Prismatic Evolutions,PRE,23821,129/131,ACE SPEC Rare,Trainer - Pokemon Tool,,,"When the Tera Pokemon this card is attached to uses an attack, that attack costs 1 Energy less. <em>(The Energy can be of any type.)</em>",[],,,,0.1,0.46,999.0,2026-06-12T08:53:22.81957,0.36,0.39,Holofoil,0.4,0.05,0.65,0.41,0.39,0.43,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610485,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Techno-Radar-PRE130,Techno Radar,Techno Radar,SV: Prismatic Evolutions,PRE,23821,130/131,Uncommon,Trainer - Item,,,"You can use this card only if you discard another card from your hand.<br>Search your deck for up to 2 Future Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",[],,,,0.01,0.2,999.0,2026-06-12T08:53:22.81957,0.16,0.01,Reverse Holofoil,0.03,0.02,0.02,0.03,0.02,0.03,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610495,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Mela-PRE140,Mela,Mela,SV: Prismatic Evolutions,PRE,23821,140/131,Ultra Rare,Trainer - Supporter,,,"You can use this card only if any of your Pokemon were Knocked Out during your opponent's last turn.<br>Attach a Basic Fire Energy card from your discard pile to 1 of your Pokemon. If you do, draw cards until you have 6 cards in your hand.",[],,,,0.23,1.0,999.0,2026-06-12T08:53:22.81957,0.79,,Holofoil,0.91,0.1,0.92,0.87,0.92,0.82,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Munkidori-PRE044,Munkidori,,,PRE,23821,44,,,,,,,,,,,,,,,,,0.3,0.02,0.14,0.26,0.3,0.23,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/599242,https://www.cardmarket.com/en/Pokemon/Products/Singles/GX-Starter-Decks/Wailmer,Wailmer,Wailmer,smH: GX Starter Decks,smH,23888,027/131,,Water,120.0,Basic,,"['[Water][Colorless] Splash (20)', '[Water][Water][Water][Colorless] Surf (70)']",Grass x2,,3.0,2.0,2.19,2.79,2026-06-07T08:18:40.241278,3.5,,Normal,0.25,0.15,0.25,0.37,0.5,0.36,2026-06-07T07:58:42.177899,normal,,
Card,https://www.tcgplayer.com/product/610516,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Umbreon-ex-V2-PRE161,Umbreon ex - 161/131,Umbreon ex,SV: Prismatic Evolutions,PRE,23821,161/131,Special Illustration Rare,Darkness,280.0,Stage 1,,"[""[DCC] Moon Mirage (160)<br> Your opponent's Active Pokemon is now Confused."", '[LPD] Onyx<br> Discard all Energy from this Pokemon, and take a Prize card.']",Gx2,,2.0,1450.0,1939.49,5000.0,2026-06-07T08:18:25.063387,1557.92,1773.95,Holofoil,1149.54,500.0,1000.0,1087.86,1698.34,1863.14,2026-06-07T07:58:50.864461,normal,,
Card,https://www.tcgplayer.com/product/610469,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Lacey-V1-PRE114,Lacey - 114/131,Lacey,SV: Prismatic Evolutions,PRE,23821,114/131,Uncommon,Trainer - Supporter,,,"Shuffle your hand into your deck. Then, draw 4 cards. If your opponent has 3 or fewer Prize cards remaining, draw 8 cards instead.",[],,,,0.01,0.2,999.0,2026-06-12T08:53:22.81957,0.17,0.01,Reverse Holofoil,0.12,0.02,0.07,0.07,0.09,0.06,2026-06-12T08:38:23.984889,holo,,
Card,https://www.tcgplayer.com/product/605606,https://www.cardmarket.com/en/Pokemon/Products/Singles/Premium-Champion-Pack/Float-Stone-CP4109,Float Stone,Float Stone,CP4: Premium Champion Pack,CP4,23972,109/131,,Trainer - Item,,,,[],,,,,,,,,,,5.25,5.0,7.5,6.55,4.56,7.19,2026-06-07T07:58:42.177899,holo,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Goldeen-PRE020,Goldeen,,,PRE,23821,20,,,,,,,,,,,,,,,,,0.04,0.02,0.02,0.03,0.04,0.04,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/648637,,Flareon ex - 014/131,Flareon ex,Prize Pack Series Cards,22880,22880,014/131,Double Rare,Fire,270.0,Stage 1,,"['[RC] Burning Charge (130)<br> Search your deck for up to 2 Basic Energy cards and attach them to 1 of your Pokemon. Then, shuffle your deck.', ""[RWL] Carnelian (280)<br> During your next turn, this Pokemon can't attack.""]",Wx2,,2.0,23.38,24.76,414.9,2026-06-07T08:18:28.653306,23.31,,Holofoil,,,,,,,,,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Leafeon-PRE005,Leafeon,,,PRE,23821,5,,,,,,,,,,,,,,,,,0.24,0.02,0.16,0.21,0.25,0.16,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Flutter-Mane-PRE043,Flutter Mane,,,PRE,23821,43,,,,,,,,,,,,,,,,,0.05,0.02,0.04,0.04,0.05,0.1,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/167222,,Zygarde - 72/131 (Cosmos Holo),Zygarde 72 131 Cosmos Holo,Miscellaneous Cards & Products,MCAP,2374,072/131,Promo,Fighting,130.0,Basic,,"[""[2] Glare (20)\r\n<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."", '[1FF] Calm Strike (60+)\r\n<br>If you have used your GX attack, this attack does 60 more damage.']",Gx2,,2.0,4.92,6.67,96.95,2026-06-07T08:18:38.119676,5.27,8.39,Holofoil,,,,,,,,,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Slowking-PRE019,Slowking,,,PRE,23821,19,,,,,,,,,,,,,,,,,0.03,0.02,0.02,0.03,0.03,0.04,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610477,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Professors-Research-Professor-Oak-PRE122,Professor's Research [Professor Oak],Professors Research Professor Oak,SV: Prismatic Evolutions,PRE,23821,122/131,Common,Trainer - Supporter,,,Discard your hand and draw 7 cards.,[],,,,0.01,0.2,999.0,2026-06-12T08:53:22.81957,0.21,0.01,Reverse Holofoil,0.04,0.02,0.02,0.02,0.04,0.03,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610490,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Brassius-PRE135,Brassius,Brassius,SV: Prismatic Evolutions,PRE,23821,135/131,Ultra Rare,Trainer - Supporter,,,"Count the cards in your hand, shuffle those cards into your deck, then draw that many cards plus 1.",[],,,,0.13,0.75,999.0,2026-06-12T08:53:22.81957,0.48,,Holofoil,0.74,0.08,1.14,0.71,0.75,0.72,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610460,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Crispin-V1-PRE105,Crispin - 105/131,Crispin,SV: Prismatic Evolutions,PRE,23821,105/131,Uncommon,Trainer - Supporter,,,"Search your deck for up to 2 Basic Energy cards of different types, reveal them, and put 1 of them into your hand. Attach the other to 1 of your Pokemon. Then, shuffle your deck.",[],,,,0.02,0.27,999.0,2026-06-12T08:53:22.81957,0.26,0.03,Reverse Holofoil,0.1,0.02,0.1,0.09,0.1,0.12,2026-06-12T08:38:23.984889,normal,,
Card,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Vaporeon-PRE022,Vaporeon,,,PRE,23821,22,,,,,,,,,,,,,,,,,0.32,0.02,0.29,0.3,0.29,0.28,2026-06-12T08:38:23.984889,holo,,
Card,https://www.tcgplayer.com/product/165670,https://www.cardmarket.com/en/Pokemon/Products/Singles/Forbidden-Light/Froakie-FLI21,Froakie (21),Froakie 21,SM - Forbidden Light,SM06,2209,21/131,Common,Water,50.0,Basic,"<strong>Ability — Frubbles</strong>
<br>If this Pokémon has any Water Energy attached to it, it has no Retreat Cost.",['[2] Flop (20)'],Gx2,,1.0,0.08,0.26,10.0,2026-06-07T08:18:32.103877,0.27,,Normal,0.09,0.02,0.04,0.09,0.11,0.13,2026-06-07T07:58:38.080911,normal,,
Card,https://www.tcgplayer.com/product/610493,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Giacomo-PRE138,Giacomo,Giacomo,SV: Prismatic Evolutions,PRE,23821,138/131,Ultra Rare,Trainer - Supporter,,,Discard a Special Energy from each of your opponent's Pokemon.,[],,,,0.18,0.75,999.99,2026-06-12T08:53:22.81957,0.59,,Holofoil,0.74,0.09,0.44,0.7,0.74,0.7,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610463,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Festival-Grounds-PRE108,Festival Grounds,Festival Grounds,SV: Prismatic Evolutions,PRE,23821,108/131,Uncommon,Trainer - Stadium,,,Each Pokemon that has any Energy attached <em>(both yours and your opponent's)</em> recovers from all Special Conditions and can't be affected by any Special Conditions.,[],,,,0.01,0.16,999.0,2026-06-12T08:53:22.81957,0.14,0.01,Normal,0.06,0.02,0.03,0.06,0.06,0.05,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610515,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Cornerstone-Mask-Ogerpon-ex-V2-PRE160,Cornerstone Mask Ogerpon ex - 160/131,Cornerstone Mask Ogerpon ex,SV: Prismatic Evolutions,PRE,23821,160/131,Special Illustration Rare,Fighting,210.0,Basic,<strong>Ability: Cornerstone Stance</strong> Prevent all damage from attacks done to this Pokemon by your opponent's Pokemon that have an Ability.,"[""[FCC] Demolish (140)<br> This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokemon.""]",Gx2,,1.0,13.0,19.08,4321.0,2026-06-12T08:53:22.81957,16.88,,Holofoil,,,,,,0.0,2026-06-12T08:38:23.984889,holo,,
Card,https://www.tcgplayer.com/product/610470,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Larrys-Skill-V1-PRE115,Larry's Skill - 115/131,Larry's Skill,SV: Prismatic Evolutions,PRE,23821,115/131,Common,Trainer - Supporter,,,"Discard your hand and search your deck for a Pokemon, a Supporter card, and a Basic Energy card, reveal them, and put them into your hand. Then, shuffle your deck.",[],,,,0.01,0.22,999.0,2026-06-12T08:53:22.81957,0.21,0.01,Reverse Holofoil,0.07,0.02,0.05,0.06,0.07,0.06,2026-06-12T08:38:23.984889,normal,,
Card,https://www.tcgplayer.com/product/610456,https://www.cardmarket.com/en/Pokemon/Products/Singles/Prismatic-Evolutions/Buddy-Buddy-Poffin-PRE101,Buddy-Buddy Poffin,Buddy Buddy Poffin,SV: Prismatic Evolutions,PRE,23821,101/131,Uncommon,Trainer - Item,,,"Search your deck for up to 2 Basic Pokemon with 70 HP or less and put them onto your Bench. Then, shuffle your deck.",[],,,,0.01,0.23,999.0,2026-06-12T08:53:22.81957,0.21,0.13,Normal,0.12,0.02,0.08,0.09,0.11,0.11,2026-06-12T08:38:23.984889,normal,,
