type,results_id,results_card_info_name,results_card_info_clean_name,results_card_info_set_name,results_card_info_set_code,results_card_info_set_id,results_card_info_card_number,results_card_info_rarity,results_card_info_card_type,results_card_info_hp,results_card_info_stage,results_card_info_card_text,results_card_info_attacks,results_card_info_weakness,results_card_info_resistance,results_card_info_retreat_cost,results_tcgplayer_prices,results_tcgplayer_url,results_cardmarket_product_name,results_cardmarket_prices,results_cardmarket_product_url,results_cardmarket
Card,pk_daad6c26f403789aa9b9efb9f7ebe8b2600f943dc301afe8425447a26788777bcc434b671f1a79afddb06199494d,Snivy,Snivy,ME03: Perfect Order,POR,24587,004/088,Common,Grass,70.0,Basic,,['[G] Reckless Charge (30)<br> This Pokémon also does 10 damage to itself.'],Rx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.23, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.23, 'direct_low_price': 0.22, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.14, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.11, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684400,Snivy,"[{'avg': 0.09, 'low': 0.02, 'avg1': 0.09, 'avg7': 0.08, 'avg30': 0.08, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.03, 'low': 0.02, 'avg1': 0.03, 'avg7': 0.02, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Snivy-POR004,
Card,pk_f7dfb69c8c36abb96cc2e384e9fffffc0e13e0629e5b1f942587114bcf0383bca931b8cd57911643da176b43b829ef,Amaura,Amaura,ME03: Perfect Order,POR,24587,023/088,Common,Water,100.0,,,"[""[WC] Icy Wind (50)<br> Your opponent's Active Pokémon is now Asleep.""]",Mx2,,3.0,"[{'low_price': 0.01, 'mid_price': 0.24, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.24, 'direct_low_price': 0.23, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.2, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.15, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684355,Amaura,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.06, 'avg7': 0.04, 'avg30': 0.04, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.17, 'avg7': 0.11, 'avg30': 0.11, 'trend': 0.11, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Amaura-POR023,
Card,pk_480723e4e46a937c29dcaa881aa1ab9e552a2f6ad6306d4f7ba7af0abb7dced2bb972981d9120ccc9235031df39d48,Lumiose Galette,Lumiose Galette,ME03: Perfect Order,POR,24587,078/088,Uncommon,Trainer - Item,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.21, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.2, 'direct_low_price': 0.16, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.11, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.06, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684389,Lumiose Galette,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.03, 'avg7': 0.03, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.1, 'avg7': 0.09, 'avg30': 0.1, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Lumiose-Galette-POR078,
Card,pk_c6e2ddabfae2a1d37d25c7fcc533c1d42ea488ba27e7970fae6241b2c87cdfb85bf6ceac7415f6c1f3400f7597688a,Rattata,Rattata,ME03: Perfect Order,POR,24587,060/088,Common,Colorless,40.0,Basic,,['[C] Take Down (30)<br> This Pokémon also does 10 damage to itself.'],Fx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.21, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.22, 'direct_low_price': 0.13, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.15, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.09, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684437,Rattata,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.02, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.09, 'low': 0.02, 'avg1': 0.12, 'avg7': 0.08, 'avg30': 0.09, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Rattata-POR060,
Card,pk_e24bd899f0b8e690231140e009245ce2ab4fba37e1d432a10837eebe09a87881de6b3dbd36c0ef0b3e0b30fd48d7d4,Hole-Digging Shovel,Hole Digging Shovel,ME03: Perfect Order,POR,24587,074/088,Common,Trainer - Item,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.17, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.18, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.22, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.2, 'direct_low_price': 0.2, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684330,Digging Shovel,"[{'avg': 0.1, 'low': 0.02, 'avg1': 0.07, 'avg7': 0.06, 'avg30': 0.09, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.04, 'low': 0.02, 'avg1': 0.05, 'avg7': 0.04, 'avg30': 0.04, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Digging-Shovel-POR074,
Card,pk_3c6129e65f6a3e5f882b4220374de102130725eb28035a2a3ad1ebe1bc8857b244373082ff107806a145e0e7c9f0b9,Binacle,Binacle,ME03: Perfect Order,POR,24587,042/088,Common,Fighting,80.0,Basic,,"['[F] Double Draw<br> Draw 2 cards.', '[FF] Scratch (30)']",Gx2,,2.0,"[{'low_price': 0.01, 'mid_price': 0.25, 'high_price': 17.82, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.23, 'direct_low_price': 0.21, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.19, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.22, 'direct_low_price': 0.05, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684334,Binacle,"[{'avg': 0.1, 'low': 0.02, 'avg1': 0.15, 'avg7': 0.09, 'avg30': 0.1, 'trend': 0.1, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.04, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.03, 'avg30': 0.04, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Binacle-POR042,
Card,pk_7efecc4bd896ede39741ee19cd9408d90a91d471f7250df9399e233ddb514b9b801665a336edc4efb4db05c8d471ac,Dedenne - 029/088,Dedenne,ME03: Perfect Order,POR,24587,029/088,Common,Lightning,70.0,Basic,,"[""[L] Tail Generator<br> Choose Basic Lightning Energy cards from your discard pile up to the amount of Energy attached to all of your opponent's Pokémon and attach them to your Lightning Pokémon in any way you like."", ""[LC] Thunder Shock (30)<br> Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""]",Fx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.23, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.26, 'direct_low_price': 0.2, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.14, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.05, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684412,Dedenne,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.03, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.09, 'low': 0.02, 'avg1': 0.07, 'avg7': 0.09, 'avg30': 0.09, 'trend': 0.1, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Dedenne-V1-POR029,
Card,pk_6b6058efd9c802b1e389e3e8417beba544e9241a26832cdb57cb00689cbefae026c62e996e138527db0318cb5e5150,Lapras ex,Lapras ex,ME03: Perfect Order,POR,24587,022/088,Double Rare,Water,210.0,Basic,,"['[W] Hydro Turn (30x)<br> This attack does 30 damage for each Water Energy attached to this Pokémon. Switch this Pokémon with 1 of your Benched Pokémon.', '[WWW] Surf (140)']",Lx2,,2.0,"[{'low_price': 0.05, 'mid_price': 0.63, 'high_price': 4321, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.45, 'direct_low_price': 0.8, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684329,Lapras ex,"[{'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.51, 'low': 0.05, 'avg1': 0.56, 'avg7': 0.51, 'avg30': 0.51, 'trend': 0.52, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Lapras-ex-POR022,
Card,pk_b4d29e5aaa285ac75bbb9f903cfd8834fa810939cdbeab607dc10c32bd78a180c2ef0f19b8cb5540dd9896f4a8180a,Clefairy - 030/088,Clefairy,ME03: Perfect Order,POR,24587,030/088,Common,Psychic,70.0,Basic,,"[""[P] Follow Me<br> Switch in 1 of your opponent's Benched Pokémon to the Active Spot."", '[PP] Flop (30)']",Mx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.15, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.09, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.25, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.25, 'direct_low_price': 0.25, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684414,Clefairy,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.03, 'avg7': 0.03, 'avg30': 0.03, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.1, 'low': 0.02, 'avg1': 0.11, 'avg7': 0.09, 'avg30': 0.1, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Clefairy-V1-POR030,
Card,pk_a244b55e332501fe1cc5cf6ed056ee7f7e986df1a0df2c75f87bb134f62969919a7ee81bd52fc220a0b4d43177bcca,Decidueye ex - 012/088,Decidueye ex,ME03: Perfect Order,POR,24587,012/088,Double Rare,Grass,320.0,Stage 2,,"[""[GCCC] Crushing Arrow (240)<br> Discard an Energy from your opponent's Active Pokémon.""]",Rx2,,2.0,"[{'low_price': 0.08, 'mid_price': 0.6, 'high_price': 4321, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.53, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684370,Decidueye ex,"[{'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.53, 'low': 0.02, 'avg1': 0.46, 'avg7': 0.53, 'avg30': 0.52, 'trend': 0.53, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Decidueye-ex-V1-POR012,
Card,pk_a1983bc65645163ae7426e2c1472d120902a559b16e4dbec2643dd436aa08ff386f2f1f75b8241dc9176467d48286e,Haunter,Haunter,ME03: Perfect Order,POR,24587,049/088,Common,Darkness,100.0,Stage 1,,"[""[D] Haunt<br> Place 3 damage counters on your opponent's Active Pokémon.""]",Fx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.27, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.3, 'direct_low_price': 0.39, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.19, 'high_price': 75, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.19, 'direct_low_price': 0.05, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684430,Haunter,"[{'avg': 0.05, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.05, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.11, 'low': 0.02, 'avg1': 0.08, 'avg7': 0.11, 'avg30': 0.11, 'trend': 0.12, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Haunter-POR049,
Card,pk_79890efa646d46737f7f49dac0b5d986f9a477d2e4d31cab77d1868577051dae8f4797a8e2d0c11dddf3a0f142c1,Scatterbug,Scatterbug,ME03: Perfect Order,POR,24587,007/088,Common,Grass,40.0,Basic,,['[G] Gnaw (20)'],Rx2,,1.0,"[{'low_price': 0.01, 'mid_price': 0.14, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.08, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.2, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.15, 'direct_low_price': 0.05, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684363,Scatterbug,"[{'avg': 0.07, 'low': 0.02, 'avg1': 0.08, 'avg7': 0.07, 'avg30': 0.07, 'trend': 0.07, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.02, 'avg30': 0.03, 'trend': 0.02, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Scatterbug-POR007,
Card,pk_95b90e733676b3849e155d231013b08833c092dcc6861806e549f9da891fe23d9ade53d26eeb754b1a773e6104b2a6,Pokemon Catcher,Pokemon Catcher,ME03: Perfect Order,POR,24587,082/088,Common,Trainer - Item,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.25, 'high_price': 55, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.29, 'direct_low_price': 0.24, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.16, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.19, 'direct_low_price': 0.05, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684324,Pokémon Catcher,"[{'avg': 0.1, 'low': 0.02, 'avg1': 0.11, 'avg7': 0.08, 'avg30': 0.1, 'trend': 0.1, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.04, 'low': 0.02, 'avg1': 0.03, 'avg7': 0.04, 'avg30': 0.04, 'trend': 0.04, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Pokemon-Catcher-POR082,
Card,pk_cc9b1d4f642af07b928d2c17df52e2fb192559f4ea9c6d9d60a80c338627b0167c943f8e46429809c1812ccd3c4238,Mega Skarmory ex - 055/088,Mega Skarmory ex,ME03: Perfect Order,POR,24587,055/088,Double Rare,Metal,260.0,Basic,,"[""[MMC] Sonic Ripper<br> Shuffle all Energy attached to this Pokémon into your deck, and this attack does 220 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>""]",Lx2,F-30,0.0,"[{'low_price': 0.08, 'mid_price': 0.67, 'high_price': 4321, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.57, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684351,Mega Skarmory ex,"[{'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.6, 'low': 0.1, 'avg1': 0.59, 'avg7': 0.65, 'avg30': 0.6, 'trend': 0.65, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Mega-Skarmory-ex-V1-POR055,
Card,pk_b82a9c28e1b928500c42792ec1fe62b09360c07fe9237357c615e5ae9d37a8f4ca791a29ba1b91154839bf6354cca8,Hippopotas,Hippopotas,ME03: Perfect Order,POR,24587,039/088,Common,Fighting,100.0,Basic,,"[""[F] Sand Attack (10)<br> During your opponent's next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen."", '[FCC] Bite (60)']",Gx2,,4.0,"[{'low_price': 0.01, 'mid_price': 0.11, 'high_price': 25, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.07, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.23, 'high_price': 25, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.24, 'direct_low_price': 0.2, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684425,Hippopotas,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.02, 'avg30': 0.03, 'trend': 0.02, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.09, 'low': 0.02, 'avg1': 0.04, 'avg7': 0.08, 'avg30': 0.08, 'trend': 0.07, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Hippopotas-POR039,
Card,pk_5e2e3dc7e87a1c82821af55bc84ff4dc7143f32e2071d3372b934b49246012eb958c666aa676a82217deb6329c2a0f,Aurorus - 024/088,Aurorus,ME03: Perfect Order,POR,24587,024/088,Rare,Water,170.0,Stage 2,,"[""[WWC] Freezing Chill (150)<br> During your opponent's next turn, the Defending Pokémon can't use attacks.""]",Mx2,,3.0,"[{'low_price': 0.01, 'mid_price': 0.2, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.22, 'direct_low_price': 0.1, 'sub_type_name': 'Holofoil'}, {'low_price': 0.02, 'mid_price': 0.25, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.28, 'direct_low_price': 0.3, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684356,Aurorus,"[{'avg': 0.13, 'low': 0.02, 'avg1': 0.13, 'avg7': 0.12, 'avg30': 0.13, 'trend': 0.11, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.07, 'low': 0.02, 'avg1': 0.06, 'avg7': 0.06, 'avg30': 0.07, 'trend': 0.06, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Aurorus-V1-POR024,
Card,pk_8810b78bc3a3bdebb9201f6d8a50758931d2f3254f984671f4aa3335e7510be08f22c912a94c54e06476864803a175,Rosa's Encouragement - 084/088,Rosa's Encouragement,ME03: Perfect Order,POR,24587,084/088,Uncommon,Trainer - Supporter,,,,[],,,,"[{'low_price': 0.01, 'mid_price': 0.19, 'high_price': 20, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.17, 'direct_low_price': 0.15, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.25, 'high_price': 19.98, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.26, 'direct_low_price': 0.4, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684390,Rosa's Encouragement,"[{'avg': 0.15, 'low': 0.02, 'avg1': 0.1, 'avg7': 0.09, 'avg30': 0.15, 'trend': 0.12, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.07, 'low': 0.02, 'avg1': 0.04, 'avg7': 0.05, 'avg30': 0.07, 'trend': 0.05, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Rosas-Encouragement-V1-POR084,
Card,pk_6a005c92b58034eb9af3d71f49c5fbf4e7071146dbfa3f065208e3df74ec1ced0a6ca4124b5b2fb4981cdc5b06c8,Shaymin,Shaymin,ME03: Perfect Order,POR,24587,003/088,Uncommon,Grass,70.0,Basic,,"['[G] Send Flowers<br> Search your deck for an Energy card and attach it to 1 of your Benched Grass Pokémon. Then, shuffle your deck.', '[G] Leaf Step (30)']",Rx2,,0.0,"[{'low_price': 0.01, 'mid_price': 0.21, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.22, 'direct_low_price': 0.18, 'sub_type_name': 'Reverse Holofoil'}, {'low_price': 0.01, 'mid_price': 0.12, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.06, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}]",https://www.tcgplayer.com/product/684399,Shaymin,"[{'avg': 0.09, 'low': 0.02, 'avg1': 0.12, 'avg7': 0.09, 'avg30': 0.09, 'trend': 0.09, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}, {'avg': 0.03, 'low': 0.02, 'avg1': 0.02, 'avg7': 0.02, 'avg30': 0.03, 'trend': 0.02, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Shaymin-POR003,
Card,pk_2c30dab1b0ebcd9fb1605326250daf63d02a7e6ac441d451da18f000f54bea98884ded7c1e8554b38c0e50375f7a87,Spewpa - 089/088,Spewpa,ME03: Perfect Order,POR,24587,089/088,Shiny Rare,Grass,80.0,Stage 1,,"[""[G] Hide<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""]",Rx2,,3.0,"[{'low_price': 1.45, 'mid_price': 2.75, 'high_price': 4321, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 2.04, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684365,Spewpa,"[{'avg': 2.72, 'low': 1.5, 'avg1': 2.61, 'avg7': 2.73, 'avg30': 2.69, 'trend': 2.73, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Spewpa-V2-POR089,
Card,pk_ef1356f08547697473dc932c7e3e64cc6c131ce1f4417db57198ac1e563d7068ef03f9bc602ef219321d08cfd8a42e,Dedenne - 093/088,Dedenne,ME03: Perfect Order,POR,24587,093/088,Shiny Rare,Lightning,70.0,Basic,,"[""[L] Tail Generator<br> Choose Basic Lightning Energy cards from your discard pile up to the amount of Energy attached to all of your opponent's Pokémon and attach them to your Lightning Pokémon in any way you like."", ""[LC] Thunder Shock (30)<br> Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""]",Fx2,,1.0,"[{'low_price': 5.5, 'mid_price': 7.58, 'high_price': 4321, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 6.7, 'direct_low_price': None, 'sub_type_name': 'Holofoil'}]",https://www.tcgplayer.com/product/684413,Dedenne,"[{'avg': 6.18, 'low': 2.99, 'avg1': 5.84, 'avg7': 6.28, 'avg30': 6.18, 'trend': 6.43, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': None, 'low': None, 'avg1': None, 'avg7': None, 'avg30': None, 'trend': 0, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Dedenne-V2-POR093,
Card,pk_a9414d9760a8f2d002e52647dd1e4934c0ba2ae8d2782789a9ccc99dfaf85c7cbdf4316f2cd532b6a4ce803887e3fe,Skorupi,Skorupi,ME03: Perfect Order,POR,24587,051/088,Common,Darkness,80.0,Basic,,"[""[DD] Poison Jab (20)<br> Your opponent's Active Pokémon is now Poisoned.""]",Fx2,,2.0,"[{'low_price': 0.01, 'mid_price': 0.13, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.08, 'direct_low_price': 0.01, 'sub_type_name': 'Normal'}, {'low_price': 0.01, 'mid_price': 0.22, 'high_price': 17.7, 'updated_at': '2026-06-14T08:36:45.258668', 'market_price': 0.2, 'direct_low_price': 0.2, 'sub_type_name': 'Reverse Holofoil'}]",https://www.tcgplayer.com/product/684432,Skorupi,"[{'avg': 0.03, 'low': 0.02, 'avg1': 0.08, 'avg7': 0.03, 'avg30': 0.03, 'trend': 0.03, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'normal'}, {'avg': 0.09, 'low': 0.02, 'avg1': 0.07, 'avg7': 0.08, 'avg30': 0.09, 'trend': 0.08, 'updated_at': '2026-06-14T08:19:40.768659', 'variant_type': 'holo'}]",https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Skorupi-POR051,
